name,establishment,address,city,locality,latitude,longitude,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,photo_count,delivery,takeaway
Plum By Bent Chair,Casual Dining,"The Walk, Worldmark 2, Aerocity, New Delhi",New Delhi,Aerocity,28.55154,77.122704,"Aerocity, New Delhi",Asian,12noon to 1am (Mon-Sun),0,1,"Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Sneakpeek', 'Valet Parking Available",4.9,Excellent,1545,4321,-1,-1
Pa Pa Ya,Fine Dining,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi",New Delhi,"Select Citywalk Mall, Saket",28.52839131,77.21861087,"Select Citywalk Mall, Saket, New Delhi","Asian, Chinese, Thai, Japanese",12Noon to 1AM (Mon-Sun),2500,4,"Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Dinner', 'Mall Parking', 'Fullbar', 'Air Conditioned', 'Smoking Area', 'Brunch', 'Indoor Seating', 'Table booking recommended",4.7,Excellent,3234,8344,-1,-1
Ministry Of Beer,Lounge,"M 44, Outer Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.6332862,77.2227874,"Connaught Place, New Delhi","Continental, Italian, Asian, Momos",12 Noon to 1 AM (Mon-Sun),1500,3,"Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Dance Floor', 'Nightlife', 'Fullbar', 'Live Music', 'Above 18 Only', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Smoking Area', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Wifi",4.5,Excellent,3043,9984,-1,-1
Detroit,Bar,"F40, 2nd Floor, Inner Circle, 
Connaught Place, New Delhi",New Delhi,Connaught Place,28.63135693,77.2202507,"Connaught Place, New Delhi","Bar Food, Mexican, Italian",Mon-Sun (12 Noon to 1 AM),1500,3,"Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Fullbar', 'Air Conditioned', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Sneakpeek",4.6,Excellent,1327,3255,-1,-1
The Darzi Bar & Kitchen,Casual Dining,"H 55, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63550794,77.21909601,"Connaught Place, New Delhi","North Indian, Chinese, Continental, Pizza",12 Noon to 1 AM,1500,3,"Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Debit Card', 'Air Conditioned', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Rooftop', 'Free Wifi', 'Axis Bank - Dining Delights', 'Smoking Area', 'DJ', 'Valet Parking Available', 'Live Music",4.3,Very Good,3211,9618,-1,-1
Tamasha,Bar,"28, Block A, Kasturba Gandhi Marg, Connaught Place, New Delhi",New Delhi,Connaught Place,28.62966246,77.22186003,"Connaught Place, New Delhi","Finger Food, North Indian, Continental, Italian",12 Noon to 1 AM (Mon-Sun),1600,3,"Credit Card', 'Serves Alcohol', 'Debit Card', 'Lunch', 'Cash', 'Dinner', 'Table booking recommended', 'Digital Payments Accepted', 'DJ', 'Fullbar', 'Air Conditioned', 'Live Entertainment', 'Outdoor Seating', 'Hookah', 'Live Sports Screening', 'Live Music', 'Smoking Area', 'Nightlife', 'Indoor Seating",4.5,Excellent,8702,6126,-1,-1
Hauz Khas Social,Lounge,"9-A & 12, Hauz Khas Village, New Delhi",New Delhi,Hauz Khas Village,28.55429353,77.19443813,"Hauz Khas Village, New Delhi","Continental, American, Asian, North Indian, Chinese, Pizza, Biryani, Beverages",11am to 12:30AM (Mon-Sun),1300,3,"Dinner', 'Delivery', 'Credit Card', 'Breakfast', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Live Music', 'Romantic Dining', 'Paid Wifi', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Table reservation required', 'Wifi', 'All Day Breakfast",4.8,Excellent,14751,11914,1,-1
Local,Bar,"11, KG Marg, Scindia House, Connaught Place, New Delhi",New Delhi,Connaught Place,28.62991407,77.22117137,"Connaught Place, New Delhi","North Indian, Continental, Momos",11 AM to 1 AM,1600,3,"Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Nightlife', 'Fullbar', 'Table booking recommended', 'Sneakpeek', 'Smoking Area",4.3,Very Good,6583,7496,-1,-1
AMA Cafe,Cafe,"House 6, New Colony, Majnu ka Tila, New Delhi",New Delhi,Majnu ka Tila,28.70258176,77.22841937,"Majnu ka Tila, New Delhi","Cafe, Juices",7 AM to 10 PM,450,1,"Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi",4.5,Excellent,3749,8956,-1,-1
Delhi Darbar Biryani Point,Quick Bites,"B-234, Gate 4, East Metro Station, Uttam Nagar, New Delhi",New Delhi,Uttam Nagar,28.62542822,77.06446063,"Uttam Nagar, New Delhi",Biryani,9am to 11pm (Mon-Sun),200,1,"Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating",4.2,Very Good,1009,67,1,-1
Station Bar,Bar,"F-60, Second Floor, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63106088,77.22003076,"Connaught Place, New Delhi","Asian, Continental, North Indian, Mediterranean, Bar Food",Mon-Sun (12 Noon to 1 AM),1600,3,"Lunch', 'Serves Alcohol', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'DJ', 'Fullbar', 'Live Music', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi",4.8,Excellent,1009,1981,-1,-1
AIR- An Ivory Region,Lounge,"1/83, Third Floor, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.547809,76.9869859,"Punjabi Bagh, New Delhi","North Indian, Chinese, Continental, Asian",12 Noon to 12 Midnight,1400,3,"Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'DJ', 'Live Entertainment', 'Nightlife', 'Outdoor Seating', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Air Conditioned', 'Smoking Area', 'Free Parking', 'Live Sports Screening', 'Fullbar', 'Wine', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek",4.1,Very Good,2472,1079,-1,-1
Unplugged Courtyard,Bar,"23/7, L Block, Middle Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63425289,77.22150631,"Connaught Place, New Delhi","North Indian, Continental, Momos",12 Noon to 1 AM,1600,3,"Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Live Music', 'Romantic Dining', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Smoking Area', 'Brunch",4.1,Very Good,3492,7882,-1,-1
Lord Of The Drinks,Lounge,"G-72, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63174449,77.21668907,"Connaught Place, New Delhi","European, Chinese, North Indian, Italian, Asian",11 AM to 12:45 AM,2500,4,"Dinner', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted', 'Sneakpeek', 'Wifi', 'Fullbar', 'Above 18 Only', 'Restricted Entry', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area",4.5,Excellent,9540,5445,-1,-1
Out Of The Box,Casual Dining,"5, Khan Market, New Delhi",New Delhi,Khan Market,28.5997905,77.2262576,"Khan Market, New Delhi","North Indian, Lebanese, Mexican, Italian, American",12 Noon to 1 AM,1550,3,"Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Serves Alcohol', 'Credit Card', 'Cash', 'Debit Card', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Table booking recommended', 'Live Music', 'Axis Bank - Dining Delights', 'Live Sports Screening', 'Indoor Seating', 'Wifi",4.7,Excellent,2631,3319,1,-1
Themis Barbecue House,Lounge,"Shop 251, 2nd Floor, Above Stanmax Aggarwal Millennium Tower 1, Netaji Subhash Place, New Delhi",New Delhi,Netaji Subhash Place,28.69330375,77.14904577,"Netaji Subhash Place, New Delhi","North Indian, BBQ","11:30am to 5pm, 6:30pm to 12midnight (Mon-Sun)",1400,3,"Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Live Sports Screening', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Buffet",4.5,Excellent,2645,4425,-1,-1
Moolchand Parantha,Unknown,"Moolchand Metro Station, Lajpat Nagar 4, New Delhi",New Delhi,Lajpat Nagar 4,28.56413479,77.23434772,"Lajpat Nagar 4, New Delhi",North Indian,9 AM to 11:30 PM,300,1,"Cash', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Lunch",4.2,Very Good,2057,635,-1,-1
Rajinder Da Dhaba,Quick Bites,"AB-14, Safdarjung Enclave Market, Safdarjung, New Delhi",New Delhi,Safdarjung,28.56544722,77.19927415,"Safdarjung, New Delhi","North Indian, Rolls",5 PM to 12 Midnight,800,2,"Standing Tables', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card",4.2,Very Good,5498,1949,-1,-1
Diggin,Cafe,"10, Santushti Shopping Complex, Race Course Road, Chanakyapuri, New Delhi",New Delhi,Chanakyapuri,28.59515645,77.197924,"Chanakyapuri, New Delhi","Cafe, Italian, Mexican, Desserts",11:30am to 10pm (Mon-Sun),1300,3,"Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating",4.3,Very Good,2672,4140,-1,-1
Ardor 2.1,Lounge,"N-55/56 & 88/89, Outer Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63020835,77.21956406,"Connaught Place, New Delhi","North Indian, Chinese, Continental, Italian",12:30 PM to 12:30 AM (Mon-Sun),1800,3,"Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Romantic Dining', 'Free Wifi', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Hookah', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Rooftop', 'Table booking recommended', 'Air Conditioned', 'Smoking Area",4.2,Very Good,3472,8419,-1,-1
Janta Eating House,Quick Bites,"Loni Road, Shahdara, New Delhi",New Delhi,Shahdara,28.68222952,77.29238033,"Shahdara, New Delhi",North Indian,"11 AM to 4 PM, 7 PM to 1 AM",150,1,"Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Pure Veg",4.1,Very Good,1135,45,-1,-1
Om Sweets & Snacks,Quick Bites,"GL-23, Hari Nagar, Jail Road, New Delhi",New Delhi,Jail Road,28.62777226,77.10034858,"Jail Road, New Delhi","North Indian, South Indian, Street Food, Mithai",8am to 10:30pm (Mon-Sun),500,2,"Cash', 'Debit Card', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Delivery', 'Dinner', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes",4.3,Very Good,2135,1054,1,-1
Pandit Ji Parantha Hut,Quick Bites,"10, Community Centre, Ashok Vihar Phase 2, New Delhi",New Delhi,Ashok Vihar Phase 2,28.6961178,77.1793854,"Ashok Vihar Phase 2, New Delhi","North Indian, Street Food",7 AM to 11 PM,150,1,"Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Outdoor Seating",4.1,Very Good,1824,114,1,-1
Singla's,Quick Bites,"A-139/140, Main Road, Madu Vihar, Near Hasnpur Depot, IP Extension, New Delhi",New Delhi,IP Extension,28.63590462,77.3056224,"IP Extension, New Delhi","North Indian, South Indian, Chinese, Continental, Mithai, Italian",8 AM to 11 PM,500,2,"Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Pure Veg', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,1106,376,-1,-1
Summer House Cafe,Bar,"1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",New Delhi,Hauz Khas,28.55237312,77.20387045,"Hauz Khas, New Delhi","Italian, Finger Food, Salad",12noon to 12:30AM (Mon-Sun),2000,4,"Lunch', 'Credit Card', 'Cash', 'Debit Card', 'Serves Alcohol', 'Dinner', 'Takeaway Available', 'Live Music', 'Axis Bank - Dining Delights', 'Fullbar', 'Table booking recommended', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Indoor Seating",4.3,Very Good,4618,3266,-1,-1
Warehouse Cafe,Lounge,"D 19/ 20, D Block, Inner Circle, Near Rajiv Chowk Metro Station Gate 3, Connaught Place, New Delhi",New Delhi,Connaught Place,28.6337385,77.22094104,"Connaught Place, New Delhi","American, Continental, Italian, North Indian, Asian, Salad, Juices, Momos",12 Noon to 1 AM,2100,4,"Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Above 18 Only', 'Air Conditioned', 'Hookah', 'Sneakpeek', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area",4.1,Very Good,9988,3413,-1,-1
Zaika-e-Dilli,Casual Dining,"C-9/17, Yamuna Vihar, Shahdara, New Delhi",New Delhi,Shahdara,28.7002341,77.27210484,"Shahdara, New Delhi","North Indian, Chinese, South Indian",12 Noon to 11 PM,500,2,"Credit Card', 'No Alcohol Available', 'Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Pure Veg",4.1,Very Good,1467,215,1,-1
Shree Gopal Ji Chole Bhature,Unknown,"Flat 148, Pocket 7, Rohini, New Delhi",New Delhi,Rohini,28.70039173,77.10203368,"Rohini, New Delhi",North Indian,7:30 AM to 3:30 PM,200,1,"Lunch', 'Delivery', 'Cash', 'Takeaway Available', 'Breakfast', 'Pure Veg",4.3,Very Good,1510,117,-1,-1
Cafeteria & Co.,Casual Dining,"G 14, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,Vijay Nagar,28.69442428,77.20416248,"Vijay Nagar, New Delhi","Continental, Mexican, Fast Food",11:30AM to 11:30PM (Mon-Sun),900,2,"Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly",4.6,Excellent,4598,11271,-1,-1
Hira Sweets,Sweet Shop,"E-60, Vikas Marg, Laxmi Nagar, New Delhi",New Delhi,Laxmi Nagar,28.63382149,77.28175811,"Laxmi Nagar, New Delhi","Mithai, North Indian, South Indian, Fast Food",8:30am to 11pm (Mon-Sun),500,2,"Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes",4,Very Good,1298,630,1,-1
Singla's,Sweet Shop,"232, Near Dwarka Sector 9 Metro Station, Sector 9, Dwarka",New Delhi,"Sector 9, Dwarka",28.57432139,77.06717435,"Sector 9, Dwarka, New Delhi","Mithai, South Indian, Chinese, North Indian, Street Food, Fast Food",8 AM to 2 AM,500,2,"Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned",3.7,Good,1873,965,1,-1
Punjabi Angithi,Casual Dining,"32-22, A-4, DDA Market, Paschim Vihar, New Delhi",New Delhi,Paschim Vihar,28.6727888,77.10903559,"Paschim Vihar, New Delhi","North Indian, Chinese, Momos, Rolls, Fast Food","11 AM to 5 PM, 6 PM to 11 PM",700,2,"Delivery', 'Debit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg', 'Free Parking', 'Air Conditioned', 'Indoor Seating",4.5,Excellent,3853,1602,1,-1
The Junkyard Cafe,Lounge,"91, 2nd Floor, N Block, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63011565,77.22071506,"Connaught Place, New Delhi","North Indian, Mediterranean, Asian, Salad, Momos",12 Noon to 1 AM,1500,3,"Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Air Conditioned', 'Hookah', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating",4.4,Very Good,5919,7189,-1,-1
Odeon Social,Lounge,"23, 1st Floor, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63431145,77.22079284,"Connaught Place, New Delhi","Continental, American, Asian, North Indian, Momos, Beverages","10am to 12:30AM (Mon, Tue, Thu, Fri, Sat, Sun), 11am to 12:30AM (Wed)",1300,3,"Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Live Music', 'Restricted Entry', 'Wifi",4.4,Very Good,6179,8075,-1,-1
BlackJack,Casual Dining,"Shop 1, Plot 23, North West Avenue, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.66648029,77.12495919,"Punjabi Bagh, New Delhi",American,12Noon to 10PM (Mon-Sun),500,2,"Cash', 'Debit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned",4.6,Excellent,1888,3111,-1,-1
Cafe Wink,Cafe,"G-1, Plot 9, Sikka Galaxy, Shreshtha Vihar, Anand Vihar, New Delhi",New Delhi,Anand Vihar,28.65725998,77.31723402,"Anand Vihar, New Delhi","Cafe, Continental, Italian",8 AM to 12 Midnight,800,2,"Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned",4.7,Excellent,2538,5597,1,-1
Pandit Ji Paranthe Wale,Quick Bites,"Shop 14, Ashok Vihar Phase 2, New Delhi",New Delhi,Ashok Vihar Phase 2,28.6965655,77.1799506,"Ashok Vihar Phase 2, New Delhi",North Indian,7 AM to 11 PM (Mon-Sun),200,1,"Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Cash', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted",4,Very Good,1747,188,-1,-1
Chili's Grill & Bar,Casual Dining,"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",New Delhi,"Pacific Mall, Tagore Garden",28.64226999,77.10643619,"Pacific Mall, Tagore Garden, New Delhi","Italian, Finger Food",12 Noon to 1 AM,2000,4,"Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Mall Parking', 'Fullbar', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Air Conditioned', 'Smoking Area",4.9,Excellent,2804,1173,1,-1
Chili's Grill & Bar,Casual Dining,"3rd Floor, Ambience Mall, Nelson Madela Road, Vasant Kunj, New Delhi",New Delhi,"Ambience Mall, Vasant Kunj",28.54095385,77.15480246,"Ambience Mall, Vasant Kunj, New Delhi","Italian, Finger Food",12 Noon to 1 AM,2000,4,"Credit Card', 'Dinner', 'Takeaway Available', 'Delivery', 'Lunch', 'Serves Alcohol', 'Cash', 'Mall Parking', 'Wifi', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Table booking recommended",4.9,Excellent,6336,3436,1,-1
Openhouse Cafe,Lounge,"C-37, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63426554,77.2203305,"Connaught Place, New Delhi","North Indian, Chinese, Italian, Biryani",12 Noon to 1 AM,2000,4,"Dinner', 'Cash', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Wifi', 'Nightlife', 'Live Music', 'Table booking recommended', 'Sneakpeek', 'Hookah', 'Wheelchair Accessible",4.2,Very Good,4984,3247,-1,-1
The Junkyard Cafe,Lounge,"91, 2nd Floor, N Block, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63011565,77.22071506,"Connaught Place, New Delhi","North Indian, Mediterranean, Asian, Salad, Momos",12 Noon to 1 AM,1500,3,"Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Air Conditioned', 'Hookah', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating",4.4,Very Good,5919,7189,-1,-1
Gastronomica Kitchen & Bar,Bar,"M-55, 2nd Floor, M Block Market, Greater Kailash 1 (GK 1), New Delhi",New Delhi,"M Block Market, Greater Kailash 1 (GK1)",28.55042056,77.23513763,"M Block Market, Greater Kailash 1 (GK1), New Delhi","European, Asian, North Indian, Italian, Continental",12 Noon to 1 AM,2000,4,"Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Live Entertainment', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Brunch', 'Nightlife', 'Live Music', 'Rooftop', 'Free Wifi', 'Air Conditioned', 'Hookah",4.6,Excellent,3421,5791,1,-1
Tippling Street,Casual Dining,"A-12, Vishal Enclave, Opposite Metro Pillar 408, Rajouri Garden, New Delhi",New Delhi,Rajouri Garden,28.6482001,77.1198355,"Rajouri Garden, New Delhi","North Indian, Italian, Continental",12 Noon to 12 Midnight,1400,3,"Lunch', 'Cash', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'DJ', 'Valet Parking Available', 'Outdoor Seating', 'Free Wifi', 'Air Conditioned', 'Wifi', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Smoking Area",4.3,Very Good,1374,3094,1,-1
TOS - Take Off Scarlet,Lounge,"13-C, North West Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.66631114,77.12549429,"Punjabi Bagh, New Delhi","North Indian, Italian, Chinese, Continental",12:30 PM to 12:30 AM,1400,3,"Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Hookah', 'Dance Floor', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,2800,3824,-1,-1
Band Baaja Baaraat,Casual Dining,"A-6 Ground Floor, Vishal Enclave, Rajouri Garden, New Delhi",New Delhi,Rajouri Garden,28.64778817,77.11930409,"Rajouri Garden, New Delhi","North Indian, Chinese, Continental","12 Noon to 4 PM, 7 PM to 12 Midnight (Mon-Sun)",1300,3,"Lunch', 'Serves Alcohol', 'Cash', 'Dinner', 'Credit Card', 'Debit Card', 'Buffet', 'Fullbar', 'Air Conditioned', 'Valet Parking Available', 'Indoor Seating",4.4,Very Good,1446,7120,-1,-1
The Luggage Room Kitchen And Bar,Lounge,"M-39, Outer Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63295014,77.22280417,"Connaught Place, New Delhi","Italian, Chinese, Continental",12 Noon to 1 AM,1300,3,"Dinner', 'Cash', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Hookah",4.5,Excellent,1768,5044,-1,-1
Dilli Darbar,Casual Dining,"C-448, Main 100 Feet Road, Chajjupur, Durgapuri, Shahdara, New Delhi",New Delhi,Shahdara,28.68937914,77.28660252,"Shahdara, New Delhi","North Indian, Chinese, South Indian",12 Noon to 11 PM,500,2,"No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted",4,Very Good,1316,168,-1,-1
Monkey Bar,Pub,"Plot 11, Upper Ground Floor, LSC, Pocket C 6 & 7, Vasant Kunj, New Delhi",New Delhi,Vasant Kunj,28.53658084,77.1475739,"Vasant Kunj, New Delhi","North Indian, South Indian, American, Pizza, Burger, Salad",12 Noon to 12 Midnight,2200,4,"Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Credit Card', 'Live Entertainment', 'Valet Parking Available', 'Live Music', 'Air Conditioned', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Smoking Area",4.3,Very Good,4464,3346,1,-1
Nando's,Casual Dining,"F-29/30 A, Malhotra Building, Inner Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63099055,77.21966967,"Connaught Place, New Delhi","Portuguese, Wraps, Burger, Salad",11:30 AM to 11:45 PM,1200,3,"Credit Card', 'Dinner', 'Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Serves Alcohol', 'Debit Card', 'Air Conditioned', 'Beer', 'Fullbar', 'Kid Friendly', 'Serves Cocktails', 'Halal', 'Table Reservation Not Required', 'Indoor Seating', 'Wine",4.4,Very Good,3505,2994,-1,-1
The All American Diner,Casual Dining,"India Habitat Centre, Lodhi Road, New Delhi",New Delhi,"India Habitat Centre, Lodhi Road",28.58921274,77.22566105,"India Habitat Centre, Lodhi Road, New Delhi","American, Salad",7 AM to 12 Midnight,1500,3,"Takeaway Available', 'Lunch', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Breakfast', 'Wheelchair Accessible', 'Brunch', 'Buffet', 'Fullbar', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,5373,5196,-1,-1
