name,establishment,address,city,locality,latitude,longitude,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,photo_count,delivery,takeaway
Gol Bungalow - Taj Falaknuma Palace,Fine Dining,"Taj Falaknuma Palace, Falaknuma, Hyderabad",Hyderabad,"Taj Falaknuma, Falaknuma",17.33433806,78.46760329,"Taj Falaknuma, Falaknuma, Hyderabad","North Indian, Italian",7:30 PM to 11:30 PM,15000,4,"Cash', 'Dinner', 'Credit Card', 'No Alcohol Available', 'Outdoor Seating', 'Luxury Dining', 'Table reservation required', '4/5 Star",3.9,Good,38,20,-1,-1
Adaa - Taj Falaknuma Palace,Fine Dining,"Taj Falaknuma Palace, Falaknuma, Hyderabad",Hyderabad,"Taj Falaknuma, Falaknuma",17.33428333,78.46756842,"Taj Falaknuma, Falaknuma, Hyderabad",Hyderabadi,"12:30 PM to 3 PM, 7:30 PM to 11 PM (Mon-Sun)",8000,4,"Lunch', 'Cash', 'Credit Card', 'Dinner', 'Debit Card', 'Free Parking', 'Fullbar', '4/5 Star', 'Air Conditioned', 'City View', 'Indoor Seating', 'Table reservation required', 'Kid Friendly', 'Luxury Dining",4.5,Excellent,1087,627,-1,-1
Celeste - Taj Falaknuma Palace,Fine Dining,"Taj Falaknuma Palace, Falaknuma, Hyderabad",Hyderabad,"Taj Falaknuma, Falaknuma",17.33431214,78.46756238,"Taj Falaknuma, Falaknuma, Hyderabad","Italian, Mediterranean, Thai",7 AM to 11 PM,7000,4,"Breakfast', 'Lunch', 'Cash', 'Debit Card', 'Takeaway Available', 'Dinner', 'Credit Card', 'Luxury Dining', '4/5 Star', 'Indoor Seating', 'Fullbar', 'Valet Parking Available', 'Air Conditioned",4.4,Very Good,316,356,-1,-1
Vineela Yadlapalli Cakes,Bakery,"Plot 805, Behind B-DUBS, Road Number 36, CBI Colony, Jubilee Hills, Hyderabad",Hyderabad,Jubilee Hills,17.43328,78.404894,"Jubilee Hills, Hyderabad",Bakery,11 AM to 6 PM,5000,4,"Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes",3.5,Good,29,22,-1,-1
Thai Pavilion - Vivanta By Taj,Fine Dining,"Vivanta By Taj, 1-10-147 & 148, Mayuri Marg, Begumpet, Hyderabad",Hyderabad,"Vivanta By Taj, Begumpet",17.44368685,78.4607432,"Vivanta By Taj, Begumpet, Hyderabad",Thai,"7:30 PM to 11:45 PM (Mon-Thu),7:30 PM to 11:45 PM, 12 Noon to 2:45 PM (Fri-Sun)",4000,4,"Lunch', 'Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Luxury Dining', '4/5 Star', 'Indoor Seating', 'Wifi', 'Fullbar', 'Brunch', 'Valet Parking Available', 'Air Conditioned",4.3,Very Good,233,226,-1,-1
Altitude - Hyderabad Marriott Hotel & Convention Centre,Lounge,"Tank Bund Road, Opposite Hussain Sagar Lake, Necklace Road, Hyderabad",Hyderabad,Hyderabad Marriott Hotel & Convention Centre,17.42369019,78.48761491,"Hyderabad Marriott Hotel & Convention Centre, Hyderabad",Continental,5 PM to 1 AM,4000,4,"Dinner', 'Cash', 'Credit Card', 'DJ', 'Nightlife', 'Valet Parking Available', 'Outdoor Seating', 'Live Music', 'Air Conditioned', 'Smoking Area', 'Vegan Options', 'Live Sports Screening', 'City View', 'Fullbar', 'Sodexo', 'Indoor Seating', 'Table booking recommended', 'Wheelchair Accessible",4,Very Good,169,93,-1,-1
Prego - The Westin,Fine Dining,"The Westin, Mindspace IT Park, Hitech City, Hyderabad",Hyderabad,"The Westin Hyderabad Mindspace, Hitech City",17.44195482,78.38106584,"The Westin Hyderabad Mindspace, Hitech City, Hyderabad",Italian,"12 Noon to 3 PM, 7 PM to 11 PM (Mon-Thu), 12 Noon to 3:30 PM, 7 PM to 11:30 PM (Fri-Sun)",3500,4,"Serves Alcohol', 'Lunch', 'Dinner', 'Cash', 'Credit Card', 'Valet Parking Available', 'Air Conditioned', 'Brunch', '4/5 Star', 'Wheelchair Accessible', 'Outdoor Seating', 'Wifi', 'Fullbar', 'Table booking recommended', 'Sneakpeek",4.2,Very Good,498,399,-1,-1
Dakshin - ITC Kakatiya,Fine Dining,"ITC Kakatiya, 6-3-1187, Begumpet, Hyderabad",Hyderabad,"ITC Kakatiya, Begumpet",17.43255835,78.45630985,"ITC Kakatiya, Begumpet, Hyderabad",South Indian,"12:30pm to 2:45pm, 7:30pm to 11:45pm (Mon-Sun)",3400,4,"Dinner', 'Serves Alcohol', 'Cash', 'Debit Card', 'No Alcohol Available', 'Lunch', 'Credit Card', 'Air Conditioned', 'Wheelchair Accessible', '4/5 Star', 'Table booking recommended', 'Indoor Seating', 'Luxury Dining', 'Wifi",4.4,Very Good,323,261,-1,-1
Kebabs & Kurries - ITC Kakatiya,Fine Dining,"ITC Kakatiya, 6-3-1187, Begumpet, Hyderabad",Hyderabad,"ITC Kakatiya, Begumpet",17.43255547,78.45625319,"ITC Kakatiya, Begumpet, Hyderabad","Hyderabadi, North Indian","12:30pm to 2:45pm, 7:30pm to 11:45pm (Mon-Sun)",3400,4,"Lunch', 'Dinner', 'Cash', 'Debit Card', 'Serves Alcohol', 'Credit Card', 'Valet Parking Available', '4/5 Star', 'Luxury Dining', 'Fullbar', 'Air Conditioned', 'Live Music', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Wheelchair Accessible",4.2,Very Good,280,174,-1,-1
Seasonal Tastes - The Westin,Fine Dining,"The Westin, Mindspace IT Park, Hitech City, Hyderabad",Hyderabad,"The Westin Hyderabad Mindspace, Hitech City",17.44203094,78.38103633,"The Westin Hyderabad Mindspace, Hitech City, Hyderabad","Asian, Chinese, Continental, North Indian, South Indian","6:30am to 11pm (Mon-Sat),6:30am to 11:30pm (Sun)",3000,4,"Lunch', 'Credit Card', 'Dinner', 'Cash', 'Breakfast', 'Fullbar', '4/5 Star', 'Air Conditioned', 'Luxury Dining', 'Brunch', 'Desserts and Bakes', 'Outdoor Seating', 'Table booking recommended', 'Smoking Area', 'Buffet",4.5,Excellent,1091,1787,-1,-1
Mekong - Marigold Hotel,Fine Dining,"Green Lands, Begumpet, Hyderabad",Hyderabad,Marigold Hotel,17.43588792,78.45401689,"Marigold Hotel, Hyderabad","Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese","12 Noon to 3 PM, 7 PM to 12 Midnight (Mon-Sat), 11 AM to 4 PM, 7 PM to 12 Midnight (Sun)",3000,4,"Dinner', 'Credit Card', 'Lunch', 'Cash', 'Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required', 'Catering Available', 'Smoking Area', 'Wifi', 'Brunch', 'Fullbar', '4/5 Star', 'Air Conditioned', 'Wheelchair Accessible', 'All Day Breakfast",4.7,Excellent,1251,673,-1,-1
Tre-Forni Restaurant and Bar - Park Hyatt,Fine Dining,"Park Hyatt Hyderabad, Road 2,   - 500034, Banjara Hills, Hyderabad",Hyderabad,"Park Hyatt, Banjara Hills",17.42449504,78.42978079,"Park Hyatt, Banjara Hills, Hyderabad",Italian,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",3000,4,"Cash', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Breakfast', 'Debit Card', 'Dinner', 'Table reservation required', 'Smoking Area', 'Brunch', 'Buffet', 'Celebrity Frequented', 'Valet Parking Available', 'Outdoor Seating', '4/5 Star', 'Air Conditioned', 'Luxury Dining', 'Wheelchair Accessible', 'Lunch Menu', 'Live Entertainment', 'Fullbar', 'Live Music",4.6,Excellent,342,296,-1,-1
Encounters - Taj Krishna,Fine Dining,"Taj Krishna, Road 1, Banjara Hills, Hyderabad",Hyderabad,"Taj Krishna, Banjara Hills",17.41678902,78.44908264,"Taj Krishna, Banjara Hills, Hyderabad","Continental, North Indian",24 Hours,3000,4,"Breakfast', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Dinner', 'Debit Card', 'Luxury Dining', 'Fullbar', 'Wheelchair Accessible', 'Indoor Seating', 'Brunch', '4/5 Star', 'Air Conditioned', 'Buffet', 'Available for Functions",4.1,Very Good,309,267,-1,-1
Ohm - Hotel Avasa,Fine Dining,"Hotel Avasa, Survey 64, Sector 1, HUDA Techno Enclave, Hitech City, Hyderabad",Hyderabad,"Hotel Avasa, Hitech City",17.44727562,78.38429287,"Hotel Avasa, Hitech City, Hyderabad","Japanese, Chinese, Thai, Sushi","12:30 PM to 3 PM, 7:30 PM to 11 PM",3000,4,"Dinner', 'Serves Alcohol', 'Lunch', 'Cash', 'Credit Card', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Luxury Dining', 'Wifi', 'Fullbar', '4/5 Star', 'Table booking recommended', 'Wheelchair Accessible",4.2,Very Good,265,182,-1,-1
Fusion 9,Fine Dining,"8-2-293/82/A 885/1 Besides Room Therapy, Road 45, Jubilee Hills, Hyderabad",Hyderabad,Jubilee Hills,17.43067971,78.40122532,"Jubilee Hills, Hyderabad","Continental, Asian, European","12noon to 3pm, 7pm to 12midnight (Mon-Sun)",3000,4,"Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Digital Payments Accepted",4.1,Very Good,153,231,-1,-1
Bidri - Hyderabad Marriott Hotel & Convention Centre,Fine Dining,"Hyderabad Marriott Hotel & Convention Centre, Opposite Hussain Sagar Lake, Tank Bund Road, Near, Necklace Road, Hyderabad",Hyderabad,Hyderabad Marriott Hotel & Convention Centre,17.42382806,78.48807156,"Hyderabad Marriott Hotel & Convention Centre, Hyderabad","Kashmiri, Hyderabadi, Lucknowi, Andhra",6:30 PM to 11:30 PM,3000,4,"Cash', 'Dinner', 'Debit Card', 'Credit Card', 'Serves Alcohol', 'Indoor Seating', 'Table booking recommended', 'Live Music', 'Wheelchair Accessible', '4/5 Star', 'Valet Parking Available', 'Air Conditioned', 'Fullbar",4.2,Very Good,170,177,-1,-1
WAI-KIKI - Polynesian Resto Bar,Fine Dining,"Radisson Hyderabad, Hitech City, Gachibowli",Hyderabad,"Radisson Hyderabad Hitec City, Gachibowli",17.44774036,78.36302698,"Radisson Hyderabad Hitec City, Gachibowli, Hyderabad",Seafood,"12noon to 3pm, 7pm to 11pm (Mon, Tue, Wed, Thu, Sun), 12noon to 3pm, 7pm to 1am (Fri-Sat)",3000,4,"Credit Card', 'Debit Card', 'Cash', 'Smoking Area', 'Valet Parking Available', '4/5 Star', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Table booking recommended",4.2,Very Good,127,165,-1,-1
Ottimo,Casual Dining,"Plot 5, Survey 83/1, Opposite Inorbit Mall, Madhapur, Hyderabad",Hyderabad,ITC Kohenur,17.432389,78.385241,"ITC Kohenur, Hyderabad",Italian,"12:30 PM to 2:45 PM, 6:30 PM to 11:30 PM",3000,4,"Lunch', 'Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Fullbar', 'Indoor Seating",3.8,Good,70,75,-1,-1
The Hookah Lounge - Taj Falaknuma Palace,Lounge,"Taj Falaknuma Palace, Falaknuma, Hyderabad",Hyderabad,"Taj Falaknuma, Falaknuma",17.33437423,78.46754059,"Taj Falaknuma, Falaknuma, Hyderabad",Finger Food,6 PM to 10:30 PM,3000,4,"Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Fullbar', 'Wifi', 'Restricted Entry",3.6,Good,50,7,-1,-1
Okra - Hyderabad Marriott Hotel & Convention Centre,Fine Dining,"Hyderabad Marriott Hotel & Convention Centre, Opposite Hussain Sagar Lake, Tank Bund Road, Near Necklace Road, Hyderabad",Hyderabad,Hyderabad Marriott Hotel & Convention Centre,17.42386229,78.48808598,"Hyderabad Marriott Hotel & Convention Centre, Hyderabad","Continental, North Indian, Chinese, Hyderabadi, Andhra, Juices",24 Hours (Mon-Sun),2900,4,"Dinner', 'Serves Alcohol', 'Credit Card', 'Lunch', 'Cash', 'Breakfast', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Luxury Dining', 'Wheelchair Accessible', 'Brunch', 'Fullbar', 'Poolside', '4/5 Star', 'Table booking recommended', 'Smoking Area', 'Wifi', 'Buffet",4.3,Very Good,590,770,-1,-1
Collage - Hyatt Hyderabad Gachibowli,Fine Dining,"Hyatt Hyderabad Gachibowli, IT Park, Road 2, Gachibowli, Hyderabad",Hyderabad,"Hyatt Hyderabad Gachibowli, Gachibowli",17.41864221,78.34203634,"Hyatt Hyderabad Gachibowli, Gachibowli, Hyderabad","Continental, Italian, North Indian, Chinese, Asian",24 Hours (Mon-Sun),2800,4,"Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Breakfast', 'Dinner', 'Live Music', 'Indoor Seating', 'Brunch', 'Desserts and Bakes', 'Fullbar', 'Serves Cocktails', 'Kid Friendly', 'Table booking recommended', 'Valet Parking Available', 'Buffet', 'Group Meal', 'Beer', 'Wine', 'Air Conditioned', 'Smoking Area', '4/5 Star",4,Very Good,389,524,-1,-1
MoMo Cafe - Courtyard By Marriott,Fine Dining,"Opposite Hussain Sagar Lake, Tank Bund Road, Near Necklace Road, Hyderabad",Hyderabad,Necklace Road,17.42370522,78.48739363,"Necklace Road, Hyderabad","North Indian, Italian, Asian, Momos",6:30am to 11pm (Mon-Sun),2700,4,"Dinner', 'Serves Alcohol', 'Breakfast', 'Lunch', 'Cash', 'Credit Card', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Buffet', 'Fullbar', '4/5 Star', 'Table booking recommended', 'Brunch",3.9,Good,355,542,-1,-1
MOB,Lounge,"2nd Floor, Aryans, Near Apollo Hospital, Road 92, Film Nagar, Hyderabad",Hyderabad,Film Nagar,17.41618088,78.41685925,"Film Nagar, Hyderabad","Continental, Chinese, Italian, Finger Food",12 Noon to 12 Midnight,2600,4,"Cash', 'Serves Alcohol', 'Credit Card', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Wifi', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Axis Bank - Dining Delights', 'Smoking Area",4.4,Very Good,1014,449,1,-1
Amara - Trident Hyderabad,Fine Dining,"Trident Hyderabad, Opposite Cyber Towers, Hitech City, Hyderabad",Hyderabad,"Trident Hyderabad, Hitech City",17.45002216,78.37928217,"Trident Hyderabad, Hitech City, Hyderabad","Mediterranean, Asian, European",7 AM to 12 Midnight (Mon-Sun),2600,4,"Debit Card', 'Dinner', 'Serves Alcohol', 'Cash', 'Credit Card', 'Lunch', 'Breakfast', 'Brunch', 'Valet Parking Available', 'Indoor Seating', 'Available for Functions', 'Wheelchair Accessible', 'Buffet', 'Fullbar', '4/5 Star', 'Table booking recommended', 'Air Conditioned', 'Luxury Dining', 'Gluten Free Options",4.2,Very Good,589,856,-1,-1
Deccan Pavilion - ITC Kakatiya,Fine Dining,"ITC Kakatiya, 6-3-1187, Begumpet, Hyderabad",Hyderabad,"ITC Kakatiya, Begumpet",17.43254684,78.45630448,"ITC Kakatiya, Begumpet, Hyderabad","North Indian, South Indian, Continental, Chinese",24 Hours (Mon-Sun),2600,4,"Lunch', 'Cash', 'Credit Card', 'Dinner', 'Serves Alcohol', 'Breakfast', 'Valet Parking Available', 'Live Music', '4/5 Star', 'Table booking recommended', 'Brunch', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Buffet",4.3,Very Good,519,667,-1,-1
Hungry Belly,Quick Bites,"366, Road 19, Vip Hills, Khanamet, Madhapur, Hyderabad",Hyderabad,Madhapur,0,0,"Madhapur, Hyderabad",Fast Food,10 AM to 11 PM,2501,4,"Takeaway Available', 'Dinner', 'Cash', 'Lunch', 'Indoor Seating",0,Not rated,0,0,-1,-1
Jewel of Nizam - The Minar - The Golkonda Resort,Fine Dining,"The Minar Golkonda Resorts, Gandipet",Hyderabad,"The Golkonda Resorts & Spa, Gandipet",17.38951127,78.31675954,"The Golkonda Resorts & Spa, Gandipet, Hyderabad","Hyderabadi, Mughlai","12:30 PM to 3 PM, 7 PM to 11 PM",2500,4,"Lunch', 'Serves Alcohol', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'City View', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Luxury Dining', 'Valet Parking Available', 'Wine', 'Entry Fee', 'Table reservation required', 'Wheelchair Accessible",4.7,Excellent,2333,1953,-1,-1
Over The Moon,Lounge,"Hotel Daspalla, Rooftop, Road 37, Jubilee Hills, Hyderabad",Hyderabad,Jubilee Hills,17.43676661,78.39808915,"Jubilee Hills, Hyderabad","Asian, Continental, North Indian, Italian",5pm to 12midnight (Mon-Sun),2500,4,"Dinner', 'Cash', 'Credit Card', 'Debit Card', 'DJ', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Restricted Entry', 'Wheelchair Accessible', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Wifi",4.2,Very Good,1745,566,-1,-1
Feast - Sheraton Hyderabad Hotel,Fine Dining,"Sheraton Hyderabad Hotel, 115/1, ISB Road, Financial District, Nanakramguda, Gachibowli, Hyderabad",Hyderabad,"Sheraton Hyderabad Hotel, Gachibowli",17.421652,78.337473,"Sheraton Hyderabad Hotel, Gachibowli, Hyderabad","Modern Indian, Asian, Continental, Italian","6:30am to 10:30am, 12:30pm to 3pm, 7pm to 11pm (Mon-Sat),6:30am to 10:30am, 12:30pm to 3:30pm, 7pm to 11pm (Sun)",2500,4,"Takeaway Available', 'Lunch', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Fullbar', 'Table booking recommended', 'Air Conditioned', 'Luxury Dining', 'Wheelchair Accessible', 'Brunch', 'Valet Parking Available', 'Indoor Seating', 'Available for Functions', 'Smoking Area', 'Wifi', 'Buffet",4.4,Very Good,681,1897,-1,-1
Aqua - The Park,Lounge,"The Park Hotel, 22, Raj Bhavan Road, Somajiguda, Hyderabad",Hyderabad,"The Park, Somajiguda",17.42375097,78.46237767,"The Park, Somajiguda, Hyderabad","Finger Food, Fast Food",12 Noon to 12 Midnight,2500,4,"Dinner', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Fullbar', 'Live Music', 'Rooftop', 'Restricted Entry', 'Wheelchair Accessible', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area",4.3,Very Good,977,176,-1,-1
Aish - The Park,Fine Dining,"The Park Hotel, 22, Raj Bhavan Road, Somajiguda, Hyderabad",Hyderabad,"The Park, Somajiguda",17.42360989,78.46200686,"The Park, Somajiguda, Hyderabad","Hyderabadi, Andhra","12:30 PM to 2:30 PM, 7 PM to 12 Midnight",2500,4,"Lunch', 'Cash', 'Credit Card', 'Dinner', 'Fullbar', '4/5 Star', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible",4.4,Very Good,392,443,-1,-1
Syn Asian Grill & Bar - Taj Deccan,Casual Dining,"Taj Deccan, Road 1, Banjara Hills, Hyderabad",Hyderabad,"Taj Deccan, Banjara Hills",17.41716842,78.45062658,"Taj Deccan, Banjara Hills, Hyderabad","Japanese, Vietnamese, Thai, Asian, Sushi",7 PM to 12 Midnight,2500,4,"Cash', 'Debit Card', 'Dinner', 'Serves Alcohol', 'Credit Card', 'Lunch', 'Takeaway Available', 'Luxury Dining', 'Restricted Entry', 'Indoor Seating', 'Air Conditioned', '4/5 Star', 'Outdoor Seating', 'Fullbar', 'Wifi",4,Very Good,200,165,-1,-1
Golden Dragon - Taj Krishna,Fine Dining,"Taj Krishna, Road 1, Banjara Hills, Hyderabad",Hyderabad,"Taj Krishna, Banjara Hills",17.41678006,78.44909672,"Taj Krishna, Banjara Hills, Hyderabad",Chinese,"12:30 PM to 2:45 PM, 7:30 PM to 11:45 PM",2500,4,"Cash', 'Credit Card', 'Lunch', 'Dinner', 'Debit Card', 'Brunch', 'Indoor Seating', 'Luxury Dining', 'Fullbar', 'Air Conditioned', 'Wheelchair Accessible', 'Valet Parking Available', 'Table booking recommended', '4/5 Star",4.2,Very Good,215,108,-1,-1
Deori- Hyatt Hyderabad Gachibowli,Fine Dining,"Hyatt Hyderabad Gachibowli, IT Park, Road 2, Gachibowli, Hyderabad",Hyderabad,"Hyatt Hyderabad Gachibowli, Gachibowli",17.4186227,78.34178254,"Hyatt Hyderabad Gachibowli, Gachibowli, Hyderabad","North Indian, Andhra","12:30pm to 3pm, 7pm to 11pm (Mon-Fri),7pm to 11pm (Sat-Sun)",2500,4,"Lunch', 'Credit Card', 'Dinner', 'Serves Alcohol', 'Cash', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', '4/5 Star', 'Table booking recommended', 'Kid Friendly', 'Luxury Dining', 'Fullbar', 'Live Music', 'Air Conditioned', 'Smoking Area",3.7,Good,117,73,-1,-1
Mix - The Westin,Bar,"The Westin, Mindspace IT Park, Hitech City, Hyderabad",Hyderabad,"The Westin Hyderabad Mindspace, Hitech City",17.4419062,78.38105444,"The Westin Hyderabad Mindspace, Hitech City, Hyderabad",Finger Food,5 PM to 2 AM (Mon-Sun),2500,4,"Serves Alcohol', 'Cash', 'Dinner', 'Lunch', 'Credit Card', 'Valet Parking Available', 'Restricted Entry', 'Wifi', 'Fullbar', 'Table booking recommended', 'Wheelchair Accessible', 'Indoor Seating', 'Luxury Dining', 'Nightlife', '4/5 Star', 'Air Conditioned",3.8,Good,87,72,-1,-1
Kebab-E-Bahar - Taj Banjara,Fine Dining,"Taj Banjara, Road 1, Banjara Hills, Hyderabad",Hyderabad,"Taj Banjara, Banjara Hills",17.41112502,78.44949268,"Taj Banjara, Banjara Hills, Hyderabad","North Indian, Hyderabadi",7:30 PM to 11:45 PM,2500,4,"Cash', 'Debit Card', 'Credit Card', 'Takeaway Available', 'Dinner', 'Indoor Seating', 'Fullbar', '4/5 Star', 'Outdoor Seating', 'Luxury Dining",3.9,Good,108,31,-1,-1
The Lounge Bar- Hyatt Hyderabad Gachibowli,Lounge,"Hyatt Hyderabad Gachibowli, IT Park, Road 2, Gachibowli, Hyderabad",Hyderabad,"Hyatt Hyderabad Gachibowli, Gachibowli",17.41862142,78.34177986,"Hyatt Hyderabad Gachibowli, Gachibowli, Hyderabad","North Indian, Modern Indian, Finger Food",1 AM to 12:45 AM,2500,4,"Dinner', 'Serves Alcohol', 'Cash', 'Credit Card', 'Lunch', 'Free Parking', 'Nightlife', 'Valet Parking Available', 'Live Music', 'Serves Cocktails', 'Restricted Entry', 'Wheelchair Accessible', 'Live Entertainment', 'Sports TV', 'Fullbar', 'Indoor Seating', '4/5 Star', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Wifi",4,Very Good,93,5,-1,-1
Ninety Six - Trident Hyderabad,Lounge,"Trident Hyderabad, Opposite Cyber Towers, Hitech City, Hyderabad",Hyderabad,"Trident Hyderabad, Hitech City",17.45002312,78.37928284,"Trident Hyderabad, Hitech City, Hyderabad",Finger Food,1 PM to 4 AM,2500,4,"Lunch', 'Cash', 'Credit Card', 'Dinner', 'Serves Alcohol', 'Valet Parking Available', 'Live Music', '4/5 Star', 'Table booking recommended', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'LGBTQIA Friendly",3.8,Good,55,23,-1,-1
Season's Bar - Taj Krishna,Lounge,"Taj Krishna, Road 1, Banjara Hills, Hyderabad",Hyderabad,"Taj Krishna, Banjara Hills",17.41677494,78.44907057,"Taj Krishna, Banjara Hills, Hyderabad",Continental,11 AM to 11 PM,2500,4,"Cash', 'Credit Card', 'Fullbar', 'Air Conditioned', 'Wheelchair Accessible', 'Indoor Seating', 'Restricted Entry', 'Table Reservation Not Required', '4/5 Star",3.8,Good,43,12,-1,-1
Kismet - The Park,Lounge,"The Park Hotel, 22, 1st Floor, Raj Bhavan Road, Somajiguda, Hyderabad",Hyderabad,"The Park, Somajiguda",17.42339621,78.4623066,"The Park, Somajiguda, Hyderabad",Finger Food,8 PM to 12 Midnight,2400,4,"Cash', 'Credit Card', 'Dinner', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Restricted Entry', 'Valet Parking Available', 'Live Music', 'Air Conditioned', 'Wheelchair Accessible",4.3,Very Good,1013,58,-1,-1
Kanak - Trident Hyderabad,Fine Dining,"Trident Hyderabad, Opposite Cyber Towers, Hitech City, Hyderabad",Hyderabad,"Trident Hyderabad, Hitech City",17.45001864,78.37928217,"Trident Hyderabad, Hitech City, Hyderabad","North Indian, Seafood, Hyderabadi",7 PM to 11:30 PM (Mon-Sun),2400,4,"Serves Alcohol', 'Cash', 'Dinner', 'Credit Card', 'Available for Functions', 'Wheelchair Accessible', 'Valet Parking Available', 'Live Music', 'Table booking recommended', 'Air Conditioned', 'Luxury Dining', 'Fullbar', 'Indoor Seating', '4/5 Star",4.4,Very Good,276,368,-1,-1
Tuscany - Trident Hyderabad,Fine Dining,"Trident Hyderabad, Opposite Cyber Towers, Hitech City, Hyderabad",Hyderabad,"Trident Hyderabad, Hitech City",17.44999273,78.37929692,"Trident Hyderabad, Hitech City, Hyderabad",Italian,"12:30 PM to 3 PM, 7 PM to 11:30 PM",2400,4,"Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Table reservation required', 'Air Conditioned', 'Wheelchair Accessible', 'Wine', 'Table booking recommended', 'Available for Functions', 'Sneakpeek', 'Luxury Dining",4.2,Very Good,180,202,-1,-1
24/7 Gallery Café - Hyatt Place,Cafe,"Road 1, Banjara Hills, Hyderabad",Hyderabad,"Hyatt Place, Banjara Hills",17.41983384,78.44776567,"Hyatt Place, Banjara Hills, Hyderabad","Cafe, North Indian, Asian, Continental",24 Hours,2400,4,"Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Sneakpeek",3.6,Good,71,44,-1,-1
La Cantina - Novotel Hyderabad Convention Centre,Fine Dining,"Novotel Hotel, HICC Complex, Cyberabad Post Office, Hitech City, Hyderabad",Hyderabad,"Novotel Hyderabad Convention Centre, Hitech City",17.47285488,78.37288376,"Novotel Hyderabad Convention Centre, Hitech City, Hyderabad",Asian,"5pm to 12midnight (Mon-Fri),12noon to 12midnight (Sat-Sun)",2300,4,"Dinner', 'Cash', 'Credit Card', 'Lunch', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Poolside', 'Serves Cocktails', 'Paid Wifi', 'Air Conditioned', 'Fullbar', 'Beer', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Disabled Friendly', 'Wheelchair Accessible",4.2,Very Good,305,252,-1,-1
Prost Brew Pub,Microbrewery,"882/A Road No 45, Jubilee Hills, Hyderabad",Hyderabad,Jubilee Hills,17.43147045,78.40035696,"Jubilee Hills, Hyderabad","Italian, Continental, Chinese","12 Noon to 12 Midnight (Mon-Fri, Sun), 12 Noon to  (Sat)",2200,4,"Cash', 'Dinner', 'Takeaway Available', 'Debit Card', 'Credit Card', 'Lunch', 'Indoor Seating', 'Live Sports Screening', 'Valet Parking Available', 'Nightlife', 'Craft Beer', 'Smoking Area', 'Fullbar', 'Air Conditioned', 'Wifi",4.5,Excellent,2524,2152,-1,-1
